1.-2t	圣咏集
135.11	阿摩黎王息红、巴商王敖格，以及客纳罕地的王侯官吏。
135.12	他将他们的土地变作产业，赐给了自己的人民以色列。
135.13	上主，你的圣名千秋留存，上主，你的记念万世常新。
135.14	因为上主护卫自己的百姓，对自己的仆人们表示怜悯。
135.15	异民的偶象，无非金银，只是人手制造的物品：
135.16	偶象有口，不能言，偶象有眼，不能看，
135.17	有耳，听不见，有鼻，无气喘。
135.18	铸造偶象的人，将与偶象同亡，凡信赖偶象的人，也将是一样。
135.19	以色列家族，请赞颂上主！亚郎家族，也请赞颂上主！
135.20	肋末家族，也请赞颂上主！敬畏上主的人，赞颂上主！
135.21	住在耶路撒冷的大君，愿他由熙雍承受赞颂！
	
	
136.0t	一三六：[感谢颂]阿肋路亚！(26)
136.1	请众感谢上主，因他宽仁，因为他的仁慈永远常存。
136.2	请众感谢众神中的真神，因为他的仁慈永远常存。
136.3	请众感谢万君中的大君，因为他的仁慈永远常存。
136.4	惟独他行了伟大的奇能，因为他的仁慈永远常存。
136.5	他以他的智慧创造天穹，因为他的仁慈永远常存。
136.6	他在诸水上将大地铺陈，因为他的仁慈永远常存。
136.7	他创造了极巨大的光明，因为他的仁慈永远常存。
136.8	他造了太阳在白昼照临，因为他的仁慈永远常存。
136.9	他造月与星使黑夜光明，因为他的仁慈永远常存。
136.10	他击杀了埃及国的首生，因为他的仁慈永远常存。
136.11	他领以色列走出埃及境，因为他的仁慈永远常存。
136.12	他伸出手臂施展了大能，因为他的仁慈永远常存。
136.13	他把红海的水从中剖分，因为他的仁慈永远常存。
136.14	他领以色列人海中步行，因为他的仁慈永远常存。
136.15	他淹没法郎军队于海心，因为他的仁慈永远常存。
136.16	他率领百姓在旷野绕行，因为他的仁慈永远常存。
136.17	他严惩了最强悍的国君，因为他的仁慈永远常存。
136.18	他击杀了极强盛的国君，因为他的仁慈永远常存。
136.19	他杀死了阿摩黎王息红，因为他的仁慈永远常存。
136.20	他杀死了敖格，巴商之君，因为他的仁慈永远常存。
136.21	他将异民地使选民占领，因为他的仁慈永远常存。
136.22	他使己仆以色列人继承，因为他的仁慈永远常存。
136.23	他怀念了我们遭难的人，因为他的仁慈永远常存。
136.24	他救拔我们脱离了仇人，因为他的仁慈永远常存。
136.25	他给一切的生灵供食品，因为他的仁慈永远常存。
136.26	请众感谢天主上居天庭，因为他的仁慈永远常存。
	
	
137.0t	一三七：[忆充军歌](9)
137.1	当我们坐在巴比伦河畔，一起想熙雍即泪流满面。
137.2	在那地的杨柳间，挂起我们的琴弦。
137.3	因那些俘虏我们的，要我们唱歌，那些迫害我们的，还要我们奏乐：快些来给我们唱一支熙雍的歌！
137.4	但我们身处外乡异域，怎能讴唱上主的歌曲？
137.5	耶路撒冷！我如果将你忘掉，愿我的右手枯焦！
137.6	我若不怀念你，不以耶路撒冷为喜乐，就宁愿我的舌头紧紧贴在我的上颚！
137.7	上主，求你要记住厄东的子民，在耶路撒冷蒙难的时辰，他们曾喊叫说：拆毁，拆毁！夷为平地，一直见到基础，
137.8	你这只知破坏的巴比伦女子！谁若依照你加给我们的灾痍，也照样报复于你，他就得福祺。
137.9	谁若抓起你的婴儿幼子，摔在盘石上，他就得福祺！
	
	
138.0t	一三八：[君王的感恩歌]8)
138.1	达味作。上主，我要全心称谢你，因你俯听了我的恳祈。我要在众神前歌颂你，
138.2	朝你的圣所伏地致敬；为了你的仁慈和至诚，我必要称谢你的圣名；因为你把你的名号和你的诺言，在万物与万民的面前发扬彰显，
138.3	我几时呼号你，你就俯允我，并将我灵魂上的力量增多。
138.4	地上万君听你口的谕旨；上主，他们都必来赞颂你，
138.5	同声歌颂上主作为说：上主的光耀伟大无比！
138.6	上主尊高无比，仍垂顾弱小，对骄傲的人，却远远旁眺。
138.7	我若处于因难中，你必保全我的性命，你用右手救我，伸手拒抗仇人的愤恨。
138.8	上主必替我完成这工程；上主，你的仁慈永远常存，求你不要放弃你的作品。
	
	
139.0t	一三九：[赞美全知的天主](24)
139.1	达味的诗歌，交与乐官。上主，你鉴察了我，也认清了我：
139.2	我或坐或立，你全然认清了我，你由远处已明彻我的思考。
139.3	我或行走或躺卧，你已先知，我的一切行动，你完全熟悉。
139.4	的确，我的舌头尚未发言，上主，看，你已经知悉周全。
139.5	你将我的前后包围，用你的手将我荫庇。
139.6	这是超越我理智的奇事，也是我不能明白的妙理。
139.7	我往何处，才能脱离你的神能？我去那里，才能逃避你的面容？
139.8	我若上升于高天，你已在那里，我若下降于阴府，你也在那里。
139.9	我若飞往日出的东方，我若住在海洋的西方，
139.10	你的双手仍在那里引导着我，你的右手还在那里扶持着我。
139.11	我若说：愿黑暗把我笼罩，光明变成黑暗将我围绕；
139.12	但黑暗对你并不蒙胧，黑夜与白昼一样光明，黑夜对你无异光明。
139.13	你造成了我的五脏六腑，你在我母胎中缔结了我。
139.14	我赞美你，因我被造，惊奇神奥，你的工作，千奇万妙！我的生命，你全知晓。
139.15	我何时在暗中构形，我何时在地心织成，我的骨骸你全知情，
139.16	我尚在母胎，你已亲眼看见，世人的岁月尚未来到以前，都已全部记录于册表，都已全由你预先定好。
139.17	天主，你的策略，对我何其深奥！你策略的总数又是何其繁浩！
139.18	我若去计数，而它们多于沙粒；设若数到底，我仍同你在一起。
139.19	天主，恨不得你能杀掉恶人，叫流人血的凶手远离我身！
139.20	他们无法无天亵渎你，他们不忠不义地攻击你。
139.21	上主，憎恨你的人，我怎能不痛恶？上主，背叛你的人，我怎能不厌恶？
139.22	我对他们深恶痛弃，视他们为我的仇敌。
139.23	天主，求你检察我，洞知我的心曲；天主，求你考验我，明悉我的思虑。
139.24	求你察看我，我是否走入岐途，求你引导我迈上永生的道路。
	
	
140.0t	一四零：[求天主惩罚恶人](14)
140.1	达味圣咏，交于乐官。
140.2	上主，求你救拔我脱离凶恶的人，上主，求你保护我摆脱强暴的人！
140.3	他们心中策划恶谋，他们终日挑拨争斗；
140.4	他们磨快自己的舌尖，有如蛇蝮，在他们的双唇的下面，含有蛇毒。
140.5	上主，求你拯救我脱离凶恶的人，上主，求你保护我摆脱强暴的人，
140.6	因他们企图要我脚步滑倒。骄傲人给我暗暗设下网罗，张起绳索作为圈套，设下陷井等我路过。
140.7	我求上主说：你是我的天主；上主，求你听我哀祷的苦诉！
140.8	上主天主，你是我有力的救助，在作战时，请你掩护我的头颅！
140.9	上主，求你不要顺随恶人的奢欲，上主，请不要完成他们的计谋。
140.10	愿那些显露头角而围困我的人，出于他们口舌的诅咒，反归己身。
140.11	愿火碳降落在他们的身上，将他们抛入深坑免再高昂。
140.12	搬弄是非的人，不得在世久存，灾祸会突然使强暴的人被擒。
140.13	我确知上主必为受压迫的人伸冤，也必为贫穷的人主持正义的判断。
140.14	义人必定将你的圣名颂赞，善人必定居住在你的面前。
	
	
141.0t	一四一：[求免陷诱惑和迫害](10)
141.1	达味的圣咏。上主，我呼求你，请求速来救助我，上主，我呼求你，请你听我的呼号。
141.2	愿我向你行的祈祷，象馨香上升，愿我的手高举，如同晚祭的高腾。
141.3	上主，求你在我的口边派一守卫，求你在我的唇前派一警备。
141.4	莫让我的心倾向邪道，免得我再去犯罪作恶；莫让我与恶人同做坏事，免得我尝食他们的美味。
141.5	义人责打我，算是我的恩遇，他责斥我，是给我的头傅油。我的头也决不会加以抗拒，我仍然为迫害我的人祈求。
141.6	当他们的首领被抛于岩石时，才感觉到我的话是如何甘饴。
141.7	他们的骨头被弃置在阴府门旁，象人耕地掘田，将土块任意抛放。
141.8	上主天主，我的双目一直仰望你，我信赖你，不要将我的灵魂抛弃。
141.9	求你保护我免陷于他们为我设的网罗，求你使我能够脱离为非作歹者的圈套。
141.10	愿恶人一起堕入自设的网罗，而我却得以安然无恙地逃脱。
	
142.0t	一四二：[危机时的祈祷](8)
142.1	达味的训导诗，避居山洞时的祷词。
142.2	我高声向上主呼求，我高声向天主求助。
142.3	我向他倾吐我的愁苦，我向他陈诉我的忧虑。
142.4	当我精神愁苦的时候，惟有你知悉我的路途。在我行走的道路中；他们给我设下陷阱。
142.5	我向右观察细看，没有一个熟悉我的人！没有一人我可投奔，没有一人为我操心。
142.6	上主，我今呼号说：你是我的避难所，在这活人的地方，你就是我的福爵。
142.7	求你倾听我的哀号，因我十分可怜无靠，求你救我脱离迫害我的人，因为他们是比我力强的人。
142.8	求你引领我出离监牢，好让我赞美你的名号。义人前呼后拥欢迎我，因为你大量恩待了我。
	
	
143.0t	一四三：[危难时的忏悔](12)
143.1	达味圣咏。上主，求你俯听我的祈祷，因你忠诚，俯允我的哀号，俯允我的祈祷因你的公道；
143.2	千万不要传唤你的仆人前去受审，因为活人在你面前不能称为义人；
143.3	仇人迫害我，将我的生命压倒在地，置我于黑暗之中，视我与死人无异；
143.4	我的精神在我内萎靡不振，我的心灵在我内渐形僵硬。
143.5	我回忆以往地时日，默想你的各种奇事，思量你手中的作为。
143.6	向着你，我常伸开我的双手，渴慕你，我的灵魂有如干土。
143.7	上主，求你快来俯听我，因我的精神萎靡坎坷；莫要对我遮掩你的慈颜，莫让我象陷入幽谷者然。
143.8	赐我清晨得闻你的仁慈，因我完全信赖你；常让我认识我应走的道路，因我举心向往你。
143.9	求你救我摆脱我的仇敌！上主，因为我时常投奔你！
143.10	求你教我承行你的旨意，因你是我的天主。愿你的善神时常引我导我，走上平坦的乐土。
143.11	上主，为了你的圣名，让我得以生存，为了你的慈爱，领我走出苦津，
143.12	为你恩佑，灭我仇人，铲除磨难我的敌人，因为我是你的仆人。
	
	
144.0t	一四四：[求赐胜利及和平](15)
144.1	达味作。上主，我的磐石，他应该常受颂赞！他教我的手能斗，教我的指能战。
144.2	他是我的宠爱，我的堡垒，他是我的干城，我的救主，我的盾牌及我的避难所，他使万民都来屈服于我。
144.3	上主，世人算什么，你竟眷顾他，人子算什么，你竟怀念他？
144.4	世人不过象一口气，他的岁月如影消逝。
144.5	上主，求你将天低垂，亲自降凡，你一触摸群山，群山立即冒烟。
144.6	求你发出闪电，将敌人驱散，求你把箭射出，使他们混乱。
