1.-2t	耶肋米亚		
50.34	50:34 但是，他们的救赎者，名叫万军的上主，刚强有力，必要辩护他们的案件，使大地安宁，使巴比伦的居民惶乱。		
50.35	50:35 刀剑加于加色丁人──上主的断语──加于巴比伦的居民，她的公卿和她的谋臣；		
50.36	50:36 刀剑加于她的巫士，使他们疯狂；刀剑加于她的勇士，叫他们惊慌；		
50.37	50:37 刀剑加于她的战马战车，加于她境内所有的杂族，使他们柔弱如妇女；刀剑加于她的府库，使人任意抢夺；		
50.38	50:38 刀剑加于她的水源，叫水源涸竭，因为她偶象遍地，人们痴恋这些怪物；		
50.39	50:39 为此，她必成为野猫和野狗的巢穴，驼鸟的栖身地，永远不会有人居住，世世代代不会有居民；		
50.40	50:40 恰如天主灭亡了的索多玛、哈摩辣及附近的城市一样──上主的断语──再没有人居住，再没有人留宿。		
			
50.41t	北军压境		
50.41	50:41 看，有一个民族，从北方来，有一个强盛的异邦和许多君王从地极兴起，		
50.42	50:42 紧握弓矛，残忍无情，象海啸般喧嚷，骑着战马，万众一心，严阵准备向你进攻，巴比伦女郎!		
50.43	50:43 巴比伦王听到了他们前来的消息，束手无策，不胜忧虑，痛苦得有如临盆的产妇。		
50.44	50:44 看哪，好象一只雄狮，从约但的丛林上来，走向常绿的牧场；同样，我也要转瞬间将他们赶走，派我选定的人来统治。诚然，谁是我的对手﹖谁敢向我提出质问﹖谁能对抗我的牧人﹖		
50.45	50:45 为此，请你们听上主对巴比伦设下的计谋，对加色丁地策划的策略：连最弱小的羊也一定要被人牵去，他们的牧场也必对他们战慄。		
50.46	50:46 巴比伦轰然陷落，大地为之震动；哀号之声，直达万邦。		
			
			
51.0t	第五十一章(64)		
			
51.1t	巴比伦到时必灭亡		
51.1 	51:1 上主这样说：「看，我必要兴起毁灭的飓风，袭击巴比伦和加色丁的居民，		
51.2 	51:2 给巴比伦派簸手来簸扬她，扫空她的国土，因为在祸患之日，人必四面向她进攻。」		
51.3 	51:3 弓手不要放下自己的弓箭，战士不要卸下自己的铠甲，不要怜恤她的青年，却要歼灭她所有的部队，		
51.4 	51:4 使他们倒毙在加色丁境内，沿途被人刺杀，		
51.5 	51:5 因为他们的国土，充满了反抗以色列圣者的罪恶；可是以色列和犹大并未成为寡妇，也未丧失自己的天主，万军的上主。		
			
51.6t	巴比伦灭亡		
51.6 	51:6 你们逃离巴比伦，各救自己的性命，不要因了她的罪过而自遭丧亡，因为现在是上主复仇的时候，上主要对她报复。		
51.7 	51:7 巴比伦在上主手中，曾是个灌醉大地的金爵，万民饮了她的酒，万民才如此狂乱。		
51.8 	51:8 霎时间，巴比伦倾覆瓦解，你们为她举哀，拿香料来医治她的创伤，也许她会痊愈。		
51.9 	51:9 我们本愿治愈巴比伦，但是她却不痊愈；我们放下她，各自回归故乡，因为她罪恶滔天，直达云霄。		
51.10	51:10 上主表彰了我们的正义，来，我们在熙雍称扬上主我们的天主的伟业。		
51.11	51:11 磨尖箭矢，装满箭囊!上主已激起玛待王的锐气，因为他对巴比伦的计划，是要将她消灭；是上主报复，为自己的殿宇复仇。		
51.12	51:12 你们向巴比伦城墙树立旗帜，加紧防卫，派驻防哨，预设埋伏，因为上主怎样计划了，就怎样实践他对巴比伦居民所下的断语。		
51.13	51:13 啊，你住在多水之旁，富有宝藏；现在到了你的结局，到了切断你尺度的时刻。		
51.14	51:14 万军的上主指着自己起誓说：「我必用象蝗虫那么多的人群填塞你，对你高唱凯歌。」		
			
51.15t	雅威是惟一万有的主宰		
51.15	51:15 上主以自己的能力创造了大地，以自己的智慧奠定了寰宇，以自己的才智展布了诸天。		
51.16	51:16 他一声号令使天上的水怒号，使云彩从地极上腾，使雷声霹雳，造成豪雨，使暴风从他的仓库出发。		
51.17	51:17 人都要自觉愚昧无知；每个银匠必因自己的刻象感到羞惭，因为所铸的象，只是「虚无」，没有气息；		
51.18	51:18 是「虚幻」，是愚弄人的作品；惩罚时期一到，必要尽归灭亡。		
51.19	51:19 那位作雅各伯产业的，与它们却完全不同，因为他是万物的造主，以色列是作他产业的支派；他的名字叫「万军的上主」。		
			
51.20t	天主的锤子		
51.20	51:20 巴比伦!你曾是我的锤子，作战的武器；我曾用你粉碎万民，用你毁灭邦国，		
51.21	51:21 用你粉碎战马和骑士，用你粉碎战车和御夫，		
51.22	51:22 用你粉碎男子和妇女，用你粉碎老翁和幼童，用你粉碎少男和少女，		
51.23	51:23 用你粉碎牧人和牲畜，用你粉碎农夫和耕牛，用你粉碎州牧和监督。		
51.24	51:24 但是，如今我要在你们眼前，报复巴比伦和所有的加色丁居民，对熙雍作的一切恶事──上主的断语──		
51.25	51:25 好事毁灭的山岭!看，我要攻击你──上主的断语──是你毁灭了整个大地，我要向你伸出我的手，使你从崖石上滚下，使你成为烈火焚毁的山岭。		
51.26	51:26 人们不再从你那里凿取角石或基石，因为你将永远为荒丘──上主的断语。		
			
51.27t	作战的号召		
51.27	51:27 你们在地上树立旗帜，在万民间吹起号角，祝圣万民向她进攻，召集阿辣辣特和明尼及阿市革纳次王国向她进攻，派遣一员大将向他进攻；冲锋的马队，好象刺毛直竖的蚱蜢。		
51.28	51:28 祝圣万民：玛待的君王和他的州牧，他所有的监督以及他整个版图的民众，向她进攻。		
51.29	51:29 大地战慄惶悚，因为上主正在进行攻巴比伦的计划，使巴比伦地成为无人居住的荒野。		
			
51.30t	巴比伦被攻破		
51.30	51:30 巴比伦的兵士放弃作战，留在堡垒中，失去了勇气，有如妇人；她的房屋已为火焚毁，她的门闩已被折断。		
51.31	51:31 跑差的，传信的，都相继跑去通报巴比伦王，京城四周已被占领，		
51.32	51:32 渡口已被攻陷，要塞已遭火焚；战士都十分恐惶。		
51.33	51:33 因为万军的上主，以色列的天主这样说：「巴比伦女郎有如到了该践踏的禾场；还有片刻就到收割她的时期。		
			
51.34t	耶路撒冷要求报复		
51.34	51:34 巴比伦王拿步高把我吞食毁灭，使我变成了空器皿；他仿佛一条龙，并吞了我，以我的美味满足了自己的肚腹，然后将我驱逐。		
51.35	51:35 熙雍的居民说：「要对巴比伦报复我身受的凌辱!」耶路撒冷说：「要对加色丁居民报复我的血债!」		
51.36	51:36 为此，上主这样说：「看，我必为你辩护，报复你的冤仇，干涸她的河川，枯竭她的泉源。		
51.37	51:37 巴比伦必成为一堆瓦砾，豺狼的巢穴；令人恐怖嘲笑，无人居住。		
51.38	51:38 巴比伦人象壮狮一样，一起怒号，象母狮的幼雏一样，一起咆哮。		
51.39	51:39 在他们激昂时，我必给他们摆设盛宴，使他们酣醉昏迷，长眠不醒──上主的断语──		
51.40	51:40 我必使他们下到屠场，无异羔羊绵羊和山羊。		
			
51.41t	哀巴比伦		
51.41	51:41 怎么，舍沙客竟陷落了，全地的光荣竟遭受了劫掠﹖怎么，连巴比伦在万民中也变得如此凄凉﹖		
51.42	51:42 海洋冲击巴比伦，使她全被惊涛怒浪所淹没；		
51.43	51:43 她的城市尽化为荒野，干旱凄凉之地，再没有人居住，再没有过客。		
51.44	51:44 我必惩罚巴比伦的贝耳，由他口里夺出他所吞灭的，万民必不再向他涌来，因为巴比伦的城墙已倒塌。		
			
51.45t	劝慰充军的以民		
51.45	51:45 我的人民!你们从她那里出来，各救自己的性命脱免上主忿怒的烈火。		
51.46	51:46 你们不要胆怯，不要害怕地方上流传的谣言；因为今年传来这谣言，明年又另有谣言；地方上常有暴乱，暴君互相倾轧。		
51.47	51:47 看，时日将到，我必惩罚巴比伦的偶象；使她全国饱受耻辱，国内死伤遍地。		
51.48	51:48 上天下地和其中所有的一切，必对巴比伦吶喊欢呼，因为从北方必有破坏者来向她进袭──上主的断语──		
51.49	51:49 为了以色列被剌杀的人，巴比伦也该倾覆，就如全地被刺杀的人，曾为了巴比伦而倒毙。		
51.50	51:50 你们逃脱了刀剑的人!快走，不要停留；从远方怀念上主，思恋耶路撒冷。		
51.51	51:51 我们听到了侮辱，感到耻辱，满面羞惭，因为外方人闯进了上主殿宇的圣所。		
51.52	51:52 为此，看，时日将到──上主断语──我必惩罚她的偶象，使她国内的人都负伤呻吟；		
51.53	51:53 即使巴比伦爬上诸天，即使她盘据高处不可侵犯，我仍要派破坏者来向她进袭──上主的断语。		
			
51.54t	巴比伦崩溃		
51.54	51:54 听从巴比伦发出的喧嚷，从加色丁地发生的绝大破坏!		
51.55	51:55 是上主在毁灭巴比伦，消弭其中嘈杂的声音；敌人汹涌而来，有如汪洋怒涛，扬声吶喊。		
51.56	51:56 果然，破坏者已来到巴比伦，她的勇士都已被擒，她的弓弩尽被折断，因为上主是报复的天主，他必严厉加以报复。		
51.57	51:57 我必使她的诸侯和谋士，州牧和监督以及勇士饮醉，长眠不醒──名为万军上主君王的断语。		
51.58	51:58 万军的上主这样说：「巴比伦广阔的城墙要被夷为平地，她高大的城门要被火焚尽：这样百姓只有白白徒劳，万民的辛苦，也只有付之一炬。」		
			
51.59t	耶肋米亚对巴比伦的预言		
51.59	51:59 以下是玛赫色雅的孙子，乃黎雅的儿子色辣雅同犹大王漆德克雅，在他为王第四年，同往巴比伦去时，耶肋米亚先知对他吩咐的话，那时色辣雅身为行营总督。		
51.60	51:60 耶肋米亚在一本书上记录了要降在巴比伦的一切灾祸，所记录的全是关于巴比伦的事。		
51.61	51:61 耶肋米亚对色辣雅说：「你一到了巴比伦，就应设法宣读这一切话，		
51.62	51:62 然后说：上主，关于这地你亲自说过，要将它消灭，使这地无人居住，成为人和走兽绝迹的荒野。		
51.63	51:63 你朗诵完了这本书以后，在书上系上一块石头，把书拋在幼发拉的河中，		
51.64	51:64 然后说：巴比伦也要如此沉没，再也不能由我给她招来的灾祸中复兴。」耶肋米亚的话至此为止。		
			
			
			
52.-1t	历史的附录		
			
52.0t	第五十二章 		
			
52.1t	全书结论犹大灭亡 		
52.1	52：1 漆德克雅登极时，年二十一岁，在耶路撒泠为王十一年，他的母亲名叫哈慕塔耳，是里贝纳人耶勒米雅的女儿。 		
52.2	52：2 他行了上主视为恶的事，全像约雅金所行的一样， 		
52.3	52：3 因此上主对耶路撒泠和犹大大发忿怒，由自己面前将他们抛弃。以後漆德克雅背叛了巴比伦王。 		
52.4	52：4 漆德克雅为王九年十月十日，巴比伦王拿步高率领全军来进攻耶路撒泠，扎营围城，在城四周建 了壁垒， 		
52.5	52：5 围攻京城，直至漆德克雅为王十一年。 		
52.6	52：6 是年四月九日，城中发生了严重的 荒，当地人民已没有粮食， 		
52.7	52：7 京城遂被攻破，加色丁人还在围攻京城时，君王和全体士兵，黑夜出了靠近御苑的双墙城门，逃往阿辣巴。 		
52.8	52：8 加色丁军队便追赶君王，在耶里哥旷野追上了漆德克雅。此时他的军队已离开他逃散了。 		
52.9	52：9 加色丁军队擒获了君王，带他上哈玛特地的黎贝拉去见巴比伦王，巴比伦王即宣判了他的罪案。 		
52.10	52：10 巴比伦王在黎贝拉当着漆德克雅眼前杀了他的儿子，和犹大的众首领， 		
52.11	52：11 然後剜了漆德克雅的眼，给他带上锁链，送往巴比伦去，直到他死，囚在监内。 		
52.12t	圣京被焚 		
52.12	52：12 巴比伦王拿步高为王十九年五月十日，侍立於巴比伦王左右的卫队长乃步匝辣当来到了耶路撒泠， 		
52.13	52：13 焚毁了上的殿、王宫和耶路撒泠所有的民房；凡是高大的建 都用火烧了。 		
52.14	52：14 跟随卫队长的所有加色丁军队，拆毁了耶路撒泠周围的城墙； 		
52.15	52：15 城中剩下的人民和已投降巴比伦王的人以及剩下的工匠，队长乃步匝辣当都掳了去， 		
52.16	52：16 只留下了当地一部分最穷的平民，作园丁和农民。 		
